,timestamp,count of registered resources,count of fully available resources,count of resources pending transcoding,count of available versions
1625.184086272,1418924158277840000,90,11,30,163
1626.538547712,1418924159632300000,90,11,30,163
1627.907300864,1418924161001060000,90,11,30,163
1629.275872256,1418924162369630000,90,11,30,163
1630.634925312,1418924163728680000,90,11,30,163
1632.031680256,1418924165125440000,90,11,30,163
1633.425441792,1418924166519200000,90,11,30,163
1634.808096768,1418924167901850000,90,11,30,163
1636.202664192,1418924169296420000,90,11,30,163
1637.575761152,1418924170669520000,90,11,29,164
1638.969781504,1418924172063540000,90,11,29,164
1640.361079808,1418924173454840000,90,11,29,164
1641.756388352,1418924174850150000,90,11,29,164
1643.109224704,1418924176202980000,90,11,29,164
1644.483155456,1418924177576910000,90,11,29,165
1645.84803072,1418924178941790000,90,11,29,165
1647.24007168,1418924180333830000,90,11,29,166
1648.631335424,1418924181725090000,90,11,29,166
1649.988374272,1418924183082130000,90,11,29,166
1651.35704832,1418924184450810000,90,11,29,166
1652.76010624,1418924185853860000,90,11,29,166
1654.12558848,1418924187219350000,90,11,29,167
1655.526039552,1418924188619800000,90,12,29,168
1656.917873664,1418924190011630000,90,12,28,169
1658.28890368,1418924191382660000,90,12,28,169
1659.693522176,1418924192787280000,90,12,28,169
1661.078060032,1418924194171820000,90,12,28,169
1662.447120128,1418924195540880000,90,12,28,169
1663.820648704,1418924196914410000,90,12,28,169
1665.192514048,1418924198286270000,90,12,28,170
1666.579701248,1418924199673460000,90,12,28,170
1667.966291456,1418924201060050000,90,12,28,170
1669.338413568,1418924202432170000,90,12,28,170
1670.719709184,1418924203813470000,90,12,28,170
1672.0930816,1418924205186840000,90,12,28,170
1673.463748352,1418924206557510000,90,12,28,170
1674.847934976,1418924207941690000,90,12,28,170
1676.222139904,1418924209315900000,90,12,28,170
1677.6079232,1418924210701680000,90,12,28,170
1678.979121152,1418924212072880000,90,12,28,170
1680.348866816,1418924213442620000,90,12,28,172
1681.747698176,1418924214841460000,90,12,28,172
1683.166908416,1418924216260670000,90,12,28,172
1684.525438208,1418924217619200000,90,12,28,173
1685.942960128,1418924219036720000,90,12,28,173
1687.332772608,1418924220426530000,90,12,28,173
1688.745735936,1418924221839490000,90,12,28,173
1690.10752,1418924223201280000,90,12,28,173
1691.462161408,1418924224555920000,90,12,28,173
1692.838647552,1418924225932400000,90,12,28,173
1694.208752128,1418924227302510000,90,12,28,173
1695.604416768,1418924228698170000,90,12,28,173
1696.972539904,1418924230066300000,90,12,28,173
1698.335511808,1418924231429270000,90,12,28,173
1699.706049536,1418924232799810000,90,12,28,173
1701.083350528,1418924234177110000,90,12,28,173
1702.440412928,1418924235534170000,90,12,28,173
1703.844188928,1418924236937950000,90,12,28,173
1705.241480704,1418924238335240000,90,12,27,174
1706.683220736,1418924239776980000,90,12,27,174
1708.04722944,1418924241140990000,90,12,27,174
1709.425631744,1418924242519390000,90,12,27,174
1710.888353536,1418924243982110000,90,12,27,174
1712.302910976,1418924245396670000,90,12,27,174
1713.71937408,1418924246813130000,90,12,27,174
1715.096584192,1418924248190340000,90,12,27,175
1716.491545856,1418924249585300000,90,12,27,175
1717.891863296,1418924250985620000,90,12,27,175
1719.28291584,1418924252376670000,90,12,27,177
1720.678114304,1418924253771870000,90,12,27,177
1722.06841088,1418924255162170000,90,12,27,177
1723.439547904,1418924256533300000,90,12,27,177
1724.830914304,1418924257924670000,90,12,27,177
1726.205561856,1418924259299320000,90,12,27,177
1727.583408128,1418924260677170000,90,12,27,177
1728.976251904,1418924262070010000,90,12,27,177
1730.446902784,1418924263540660000,90,12,27,177
1731.8178304,1418924264911590000,90,12,27,177
1733.218655744,1418924266312410000,90,12,27,177
1734.613457408,1418924267707210000,90,12,27,178
1735.979792128,1418924269073550000,90,12,27,178
1737.409134336,1418924270502890000,90,12,27,178
1738.813446144,1418924271907200000,90,12,27,179
1740.194387712,1418924273288140000,90,12,27,179
1741.585147136,1418924274678900000,90,12,27,179
1742.965100288,1418924276058860000,90,12,27,179
1744.358786304,1418924277452540000,90,12,27,179
1745.741967616,1418924278835720000,90,12,27,179
1747.144259328,1418924280238020000,90,12,26,180
1748.547900416,1418924281641660000,90,12,26,181
1749.982635264,1418924283076390000,90,12,26,181
1751.351830016,1418924284445590000,90,12,26,181
1752.75652224,1418924285850280000,90,12,26,181
1754.13786368,1418924287231620000,90,12,26,182
1755.536268288,1418924288630030000,90,12,26,183
1756.962637568,1418924290056390000,90,12,26,183
1758.362007296,1418924291455760000,90,12,26,184
1759.788790528,1418924292882550000,90,12,26,185
1761.181911552,1418924294275670000,90,12,26,185
1762.563109888,1418924295656870000,90,12,26,185
1763.963419904,1418924297057180000,90,12,26,185
1765.354571776,1418924298448330000,90,12,26,185
1766.746544896,1418924299840300000,90,12,26,187
1768.174026496,1418924301267780000,90,12,26,187
1769.564327424,1418924302658080000,90,12,26,187
1771.10478592,1418924304198540000,90,12,26,188
1772.51415808,1418924305607920000,90,12,26,188
1773.948758272,1418924307042520000,90,12,26,188
1775.339569664,1418924308433330000,90,12,26,188
1776.796075008,1418924309889830000,90,12,26,188
1778.219670272,1418924311313430000,90,12,26,188
1779.659684608,1418924312753440000,90,12,26,189
1781.048005376,1418924314141760000,90,12,26,189
1782.44483328,1418924315538590000,90,12,26,189
1783.848230656,1418924316941990000,90,12,26,190
1785.272359168,1418924318366120000,90,12,26,190
1786.717502208,1418924319811260000,90,12,26,190
1788.140849664,1418924321234610000,90,12,26,190
1789.554345728,1418924322648100000,90,12,26,190
1790.975955968,1418924324069710000,90,12,26,190
1792.345288704,1418924325439050000,90,12,26,190
1793.734555904,1418924326828310000,90,12,26,190
1795.116241152,1418924328210000000,90,12,26,190
1796.52050304,1418924329614260000,90,12,26,190
1797.912973056,1418924331006730000,90,12,26,191
1799.290808064,1418924332384570000,90,12,26,192
1800.696827648,1418924333790580000,90,12,26,192
1802.108575744,1418924335202330000,90,12,26,192
1803.501513728,1418924336595270000,90,12,26,192
1804.965517824,1418924338059270000,90,12,26,192
1806.346898176,1418924339440660000,90,12,26,192
1807.77784832,1418924340871610000,90,12,26,192
1809.228361216,1418924342322120000,90,12,25,193
1810.656176128,1418924343749930000,90,12,25,193
1812.028772864,1418924345122530000,90,12,25,193
1813.495903232,1418924346589660000,90,12,25,193
1814.970606336,1418924348064360000,90,12,25,193
1816.456570368,1418924349550330000,90,12,25,193
1817.930685952,1418924351024440000,90,12,24,194
1819.380045312,1418924352473800000,90,12,24,194
1820.833380864,1418924353927140000,90,12,24,194
1822.224248576,1418924355318010000,90,12,24,194
1823.61640192,1418924356710160000,90,12,24,194
1825.035770368,1418924358129530000,90,12,24,194
1826.433005312,1418924359526760000,90,12,24,194
1827.839076864,1418924360932830000,90,12,24,194
1829.225871616,1418924362319630000,90,12,24,194
1830.610353664,1418924363704110000,90,12,24,194
1832.005295616,1418924365099050000,90,12,23,195
1833.383860224,1418924366477620000,90,12,23,195
1834.7737216,1418924367867480000,90,12,23,195
1836.1533888,1418924369247150000,90,12,23,196
1837.589288704,1418924370683050000,90,12,23,196
1838.983798016,1418924372077550000,90,12,23,196
1840.465032704,1418924373558790000,90,12,23,196
1841.914099456,1418924375007860000,90,12,23,196
1843.336604672,1418924376430360000,90,12,23,196
1844.73230592,1418924377826060000,90,12,23,196
1846.157665792,1418924379251420000,90,12,23,196
1847.57519616,1418924380668950000,90,12,23,196
1849.03108608,1418924382124840000,90,12,23,196
1850.446884864,1418924383540640000,90,12,23,196
1851.886398208,1418924384980160000,90,12,23,196
1853.283378176,1418924386377140000,90,12,23,196
1854.698526976,1418924387792280000,90,12,23,196
1856.150272,1418924389244030000,90,12,23,196
1857.57869824,1418924390672460000,90,12,23,196
1858.994567936,1418924392088320000,90,12,23,196
1860.390880768,1418924393484640000,90,12,23,196
1861.824226304,1418924394917980000,90,12,23,196
1863.217014016,1418924396310770000,90,12,23,196
1864.665764352,1418924397759520000,90,12,23,196
1866.080952832,1418924399174710000,90,12,23,196
1867.538944,1418924400632700000,90,12,23,196
1868.976756224,1418924402070510000,90,12,23,196
1870.369784064,1418924403463540000,90,12,23,196
1871.772778496,1418924404866540000,90,12,23,196
1873.155515392,1418924406249270000,90,12,23,196
1874.556321536,1418924407650080000,90,12,23,196
1875.962700032,1418924409056460000,90,12,23,196
1877.33794688,1418924410431700000,90,12,23,196
1878.80336384,1418924411897120000,90,12,23,196
1880.193163264,1418924413286920000,90,12,23,196
1881.600310016,1418924414694070000,90,12,23,196
1883.025329664,1418924416119090000,90,13,23,199
1884.407786496,1418924417501540000,90,13,23,199
1885.846347008,1418924418940100000,90,13,23,199
1887.249803008,1418924420343560000,90,13,23,199
1888.653165056,1418924421746920000,90,13,23,199
1890.08114304,1418924423174900000,90,13,23,199
1891.461895936,1418924424555650000,90,13,23,199
1892.889721088,1418924425983480000,90,13,23,200
1894.275044864,1418924427368800000,90,13,23,200
1895.67636992,1418924428770130000,90,13,23,200
1897.070597376,1418924430164350000,90,13,23,200
1898.475889664,1418924431569650000,90,13,23,200
1899.870604544,1418924432964360000,90,13,23,200
1901.299009536,1418924434392770000,90,13,23,200
1902.71585664,1418924435809610000,90,13,23,200
1904.124275456,1418924437218030000,90,13,23,200
1905.52205568,1418924438615810000,90,13,23,200
1906.967921408,1418924440061680000,90,13,23,200
1908.395752704,1418924441489510000,90,13,23,200
1909.801588736,1418924442895350000,90,13,23,200
1911.229206272,1418924444322960000,90,13,23,200
1912.655132416,1418924445748890000,90,13,23,200
1914.072171776,1418924447165930000,90,13,23,200
1915.463802368,1418924448557560000,90,13,23,200
1916.905601536,1418924449999360000,90,13,23,200
1918.305204736,1418924451398960000,90,13,23,200
1919.710338816,1418924452804100000,90,13,23,201
1921.196483072,1418924454290240000,90,13,23,201
1922.59235328,1418924455686110000,90,13,23,202
1923.994502656,1418924457088260000,90,13,23,202
1925.42454784,1418924458518300000,90,13,23,202
1926.979046656,1418924460072800000,90,13,23,203
1928.513197056,1418924461606950000,90,13,23,203
1929.9361408,1418924463029900000,90,13,23,203
1931.34052352,1418924464434280000,90,13,23,203
1932.741100544,1418924465834860000,90,13,23,203
1934.132933376,1418924467226690000,90,13,23,204
1935.527729408,1418924468621490000,90,13,23,204
1936.982071552,1418924470075830000,90,13,23,204
1938.372300032,1418924471466060000,90,13,23,204
1939.830282752,1418924472924040000,90,13,23,204
1941.324439552,1418924474418200000,90,13,23,204
1942.702503936,1418924475796260000,90,13,23,204
1944.14735872,1418924477241120000,90,13,23,204
1945.644540928,1418924478738300000,90,13,23,204
1947.090462976,1418924480184220000,90,13,23,204
1948.554384128,1418924481648140000,90,13,23,204
1950.085302784,1418924483179060000,90,13,22,205
1951.488967936,1418924484582730000,90,13,22,205
1953.055009536,1418924486148770000,90,13,22,205
1954.49288448,1418924487586640000,90,13,22,205
1956.036360704,1418924489130120000,90,13,22,206
1957.484668672,1418924490578430000,90,13,22,206
1958.885471744,1418924491979230000,90,13,22,206
1960.327512064,1418924493421270000,90,13,22,206
1961.75954944,1418924494853310000,90,13,22,206
1963.211346432,1418924496305100000,90,13,22,206
1964.665535744,1418924497759290000,90,13,22,206
1966.116675328,1418924499210430000,90,13,22,206
1967.538517504,1418924500632270000,90,13,22,207
1969.009175552,1418924502102930000,90,13,22,207
1970.409209088,1418924503502970000,90,13,22,207
1971.846908928,1418924504940670000,90,13,22,207
1973.243549184,1418924506337310000,90,13,22,207
1974.655490048,1418924507749250000,90,13,22,207
1976.094953728,1418924509188710000,90,13,22,207
1977.484932864,1418924510578690000,90,13,22,207
1978.930125824,1418924512023880000,90,13,22,207
1980.438137344,1418924513531890000,90,13,22,207
1981.950281728,1418924515044040000,90,13,22,207
1983.446784256,1418924516540540000,90,13,22,207
1984.856006656,1418924517949760000,90,13,22,207
1986.228370688,1418924519322130000,90,13,22,207
1987.634799616,1418924520728560000,90,13,22,207
1989.090860544,1418924522184620000,90,13,22,207
1990.486413824,1418924523580170000,90,13,22,207
1991.864600064,1418924524958360000,90,13,22,207
1993.286559232,1418924526380320000,90,13,22,208
1994.670489856,1418924527764250000,90,13,22,208
1996.072318464,1418924529166080000,90,13,22,208
1997.466605568,1418924530560360000,90,13,22,208
1998.862843136,1418924531956600000,90,13,22,208
2000.240621312,1418924533334380000,90,13,22,208
